id;Title;Content;SKU;Product Type;Parent Product ID;Regular Price;Sale Price;Stock;Категорії товарів
5056;LED фонарь налобный 3W зеленый EUROLAMP;"<h3>EUROLAMP Светодиодный фонарь налобный 3W COB Red Light 3хААА зеленый</h3>
Налобный светодиодный фонарик EUROLAMP HL-3W(green) предназначен для индивидуального использования в темное время суток или в помещениях без освещения. Позволяет выбрать нужный режим работы.
Встроенный датчик движения для удобного включения. Имеет белый и красный свет.
Используется налобный ремень для фонаря из износостойкого материала, мягкого по текстуре, что обеспечивает удобное использование.
Изготовлен из высококачественного пластика (ABS+поликарбонат).
Питание от 3шт батарей (аккумуляторов) типа ААА (в комплект не входят).";HL-3W(green);simple;0;199.02;;491;Автономное освещение>Светодиодный фонарь налобный Днепр|Автономное освещение>Светодиодный фонарь налобный Запорожье|Автономное освещение>Светодиодный фонарь налобный Кривой Рог|Автономное освещение>Светодиодный фонарь налобный Одесса|Автономное освещение>Светодиодный фонарь налобный Харьков|Автономное освещение>LED фонари налобные|АКЦИИ/РАСПРОДАЖА
5057;EUROLAMP Светодиодный фонарь налобный 3W;"<h3>EUROLAMP Светодиодный фонарь налобный 3W Red Light 3хААА черный</h3>
Налобный светодиодный фонарик EUROLAMP HL-3W(black)RL предназначен для индивидуального использования в темное время суток или в помещениях без освещения. Позволяет выбрать нужный режим работы.
Встроенный датчик движения для удобного включения. Имеет белый и красный свет.
Используется налобный ремень для фонаря из износостойкого материала, мягкого по текстуре, что обеспечивает удобное использование.
Изготовлен из высококачественного пластика (ABS+поликарбонат).
Питание от 3шт батарей (аккумуляторов) типа ААА (в комплект не входят).";HL-3W(black)RL;simple;0;369;;506;Автономное освещение>Светодиодный фонарь налобный Днепр|Автономное освещение>Светодиодный фонарь налобный Запорожье|Автономное освещение>Светодиодный фонарь налобный Кривой Рог|Автономное освещение>Светодиодный фонарь налобный Одесса|Автономное освещение>Светодиодный фонарь налобный Харьков|Автономное освещение>LED фонари налобные|АКЦИИ/РАСПРОДАЖА
5058;Светодиодный фонарь налобный 3W EUROLAMP;"<h3>EUROLAMP Светодиодный фонарь налобный 3W COB Red Light 3хААА красный</h3>
Налобный светодиодный фонарик EUROLAMP HL-3W(green) предназначен для индивидуального использования в темное время суток или в помещениях без освещения. Позволяет выбрать нужный режим работы.
Встроенный датчик движения для удобного включения. Имеет белый и красный свет.
Используется налобный ремень для фонаря из износостойкого материала, мягкого по текстуре, что обеспечивает удобное использование.
Изготовлен из высококачественного пластика (ABS+поликарбонат).
Питание от 3шт батарей (аккумуляторов) типа ААА (в комплект не входят).";HL-3W(red);simple;0;199;;680;Автономное освещение>Светодиодный фонарь налобный Днепр|Автономное освещение>Светодиодный фонарь налобный Запорожье|Автономное освещение>Светодиодный фонарь налобный Кривой Рог|Автономное освещение>Светодиодный фонарь налобный Одесса|Автономное освещение>Светодиодный фонарь налобный Харьков|Автономное освещение>LED фонари налобные|АКЦИИ/РАСПРОДАЖА
5084;EUROLAMP LED Лампа для уничтожения насекомых 6W;"<h3>EUROLAMP LED Лампа для уничтожения насекомых 6W IPX4 3хААА</h3>
Кемпинговый светильник EUROLAMP представляет собой универсальный прибор, который служит как для освещения, так и защиты от насекомых. Устройство генерирует свет, привлекающий комаров и мошек. Насекомые при прикосновении к сетке светильника поражаются электрическим разрядом. Ловушка привлекает насекомых на площади до 40 кв.м.

Питание от батареек 3шт ААА (в комплект не входят), а также повышенный уровень пыле-влагозащиты IPX4, делает данный светильник очень практичным в использовании и незаменимой вещью всех путешественников, охотников и рыболовов. Также пригодится и жителям частных домов в весенне-летний период ""сезона насекомых"".

Время работы прибора от аккумулятора зависит от настроенного режима работы и варьируется от 4,5 до 16 часов.
Для удобства использования светильник оборудован складным крючком, что позволит легко разместить прибор в нужном месте.

<b>ВНИМАНИЕ!</b> Перед использованием устройства необходимо внимательно ознакомиться со всеми условиями эксплуатации и рекомендациями, указанными в техническом паспорте и руководстве по эксплуатации Кемпингового светильника с функцией защиты от насекомых EUROLAMP, который находится в середине упаковки.<b>
</b>";MK-6W(LAMP);simple;0;499.02;;157;Административное освещение>Уничтожители насекомых|Автономное освещение>LED лампы с аккумулятором|Автономное освещение>LED светильники аварийные|Специальное освещение>LED светильники антимоскитные|АКЦИИ/РАСПРОДАЖА
5086;LED Светильник для уничтожения насекомых 7W+Bluetooth EUROLAMP;"<h3>EUROLAMP LED Светильник кемпинговый для уничтожения насекомых портативный 7W IPX4 Bluetooth MicroUSB</h3>
Кемпинговый светильник-ночник EUROLAMP является универсальным прибором, который служит как для освещения, так и защиты от насекомых. Устройство генерирует свет, привлекающий комаров и мошек. Насекомые при прикосновении к сетке светильника поражаются электрическим разрядом. Ловушка привлекает насекомых на площади до 40 кв.м.

Наличие bluetooth-колонки с возможностью подключения к смартфону и зарядкой от MicroUSB делает данный светильник очень практичным в использовании и незаменимой вещью всех путешественников, охотников и рыбаков. Также пригодится и жителям частных домов в весенне-летний период ""сезона насекомых"".

Время работы прибора от аккумулятора зависит от настроенного режима работы и варьируется от 4,5 до 16 часов.
Для удобства использования светильник оборудован эластичным шнурком, позволяющим легко разместить прибор в необходимом месте или переносить устройство в руках.

<b>ВНИМАНИЕ!</b> Перед использованием устройства необходимо внимательно ознакомиться со всеми условиями эксплуатации и рекомендациями, указанными в техническом паспорте и руководстве по эксплуатации Кемпингового светильника с функцией защиты от насекомых EUROLAMP, который находится в середине упаковки.";MK-7W(LIGHT);simple;0;898.98;;81;Административное освещение>Уничтожители насекомых|Автономное освещение>LED светильники аварийные|Специальное освещение>LED светильники антимоскитные|АКЦИИ/РАСПРОДАЖА
5087;LED фонарь ручной 2W 1хAA (в комплекте) EUROELECTRIC;"<h1>EUROELECTRIC Светодиодный фонарь ручной 2W 6500K 1хAA (в комплекте)</h1>
Ручной светодиодный фонарь EUROELECTRIC 2W 6500K 1хAA предназначен для индивидуального использования в темное время суток, или в помещениях без освещения.
Компактный пыле-влагозащитный корпус из высококачественного алюминия и наличие клипсы обеспечивают удобное использование.
Преимуществом данной модели фонарика является наличие трех режимов работы, включая режим свечения ""стробоскоп"".
Питание от 1шт батарейки (аккумулятора) типа АА (в комплекте).";FLASH-2W(EE);simple;0;299;;361;Автономное освещение>Фонарик светодиодный ручной Днепр|Автономное освещение>Фонарик светодиодный ручной Одесса|Автономное освещение>Фонарик светодиодный ручной Харьков|Автономное освещение>LED фонари ручные|АКЦИИ/РАСПРОДАЖА
5088;LED фонарь ручной 7W 2хAA (в комплекте) EUROELECTRIC;"<h3>EUROELECTRIC Светодиодный фонарь ручной 7W 6500K 2хAA (в комплекте)</h3>
Ручной светодиодный фонарь EUROLAMP 7W 6500K 2хAA предназначен для индивидуального использования в темное время суток, или в помещениях без освещения.

Компактный пыле-влагозащитный корпус из высококачественного алюминия и наличие клипсы обеспечивают удобное использование.
Преимуществом данной модели фонарика является наличие трех режимов работы, включая режим свечения ""стробоскоп"".

Дальность света до 60м.

Питание от 2шт батарей типа АА (входят в комплект).

Время работы - до 5 часов.";FLASH-7W(EE);simple;0;325;;378;Автономное освещение>Фонарик светодиодный ручной Днепр|Автономное освещение>Фонарик светодиодный ручной Одесса|Автономное освещение>Фонарик светодиодный ручной Харьков|Автономное освещение>LED фонари ручные|АКЦИИ/РАСПРОДАЖА
5090;EUROLAMP Светодиодный фонарь ручной 7W;"<h3>EUROLAMP Светодиодный фонарь ручной 7W 6000К battery+USB черный</h3>
Ручной светодиодный фонарь EUROLAMP 7W battery+USB предназначен для индивидуального использования в темное время суток, или в помещениях без освещения. Компактный пылевологозащитный корпус из высококачественного алюминия и наличие шнурка обеспечивают удобное использование.

Питание от сети имеет аккумуляторную батарею в комплекте, зарядка через разъем micro-USB (шнур USB входит в комплект).

Время работы от аккумулятора – до 5 часов.";FLASH-7W(black);simple;0;699;;0;Автономное освещение>Фонарик светодиодный ручной Днепр|Автономное освещение>Фонарик светодиодный ручной Одесса|Автономное освещение>Фонарик светодиодный ручной Харьков|Автономное освещение>LED фонари ручные|АКЦИИ/РАСПРОДАЖА
5092;LED фонарь ручной 5W battery+Type-C EUROLAMP;"<h3>EUROLAMP Светодиодный фонарь ручной 5W 6000К battery+Type-C черный</h3>
Ручной светодиодный фонарь EUROLAMP 5W battery+Type-С предназначен для индивидуального использования в темное время суток или в помещениях без освещения.

Пыле-влагозащитный корпус из высококачественного ABS-пластика и наличие на корпусе двух крепежных отверстий, обеспечивают удобное пользование.

Преимуществом данной модели фонарика есть три режима работы, включая режимы свечения ""стробоскоп"", а также расстояние освещения до 350м.
Питание от 2х шт встроенных аккумуляторных батарей по 1200 mA/h каждая, а также через разъем USB Type-C (шнур USB входит в комплект).
Время работы от аккумулятора – до 5 часов.

Заряд фонаря от сети.";FLASH-5W(black);simple;0;569;;177;Автономное освещение>Фонарик светодиодный ручной Днепр|Автономное освещение>Фонарик светодиодный ручной Одесса|Автономное освещение>Фонарик светодиодный ручной Харьков|Автономное освещение>LED фонари ручные|АКЦИИ/РАСПРОДАЖА
5103;LED фонарь ручной 2W battery+USB EUROLAMP;"<h3>EUROLAMP Светодиодный фонарь ручной 2W 6000К battery+USB черный</h3>
Ручной светодиодный фонарь EUROLAMP 2W battery+USB предназначен для индивидуального использования в темное время суток, или в помещениях без освещения. Компактный пылевологозащитный корпус из высококачественного алюминия и наличие шнурка обеспечивают удобное использование. Преимуществом данной модели фонарика являются три режима работы: дальний/ближний свет, включая режим свечения ""стробоскоп"".
Питание от 1шт батареи-аккумулятора типа 18650, а также через разъем micro-USB (шнур USB входит в комплект).
Время работы от аккумулятора – до 3х часов.";FLASH-2W(black);simple;0;399;;311;Автономное освещение>Фонарик светодиодный ручной Днепр|Автономное освещение>Фонарик светодиодный ручной Одесса|Автономное освещение>Фонарик светодиодный ручной Харьков|Автономное освещение>LED фонари ручные|АКЦИИ/РАСПРОДАЖА
5104;LED фонарь ручной 0.75W (1хAA) EUROELECTRIC;"<h3>Ручной светодиодный фонарь EUROELECTRIC 0.75W 6500K 1хAA</h3>
Ручной светодиодный фонарь EUROELECTRIC 0.75W 6500K 1хAA предназначен для индивидуального использования в темное время суток или в помещениях без освещения.
Компактный корпус из высококачественного алюминия, линза из поликарбоната, а также дальность светового луча до 25м обеспечивают удобное пользование. Время работы до 15 часов.
Питание от 1шт батарейки (аккумулятора) типа АА (в комплект не входит).";FLASH-0,75W(EE);simple;0;169.02;;532;Автономное освещение>Фонарик светодиодный ручной Днепр|Автономное освещение>Фонарик светодиодный ручной Одесса|Автономное освещение>Фонарик светодиодный ручной Харьков|Автономное освещение>LED фонари ручные|АКЦИИ/РАСПРОДАЖА
5127;LED Светильник с пультом управления Van Gogh 72W 3000-6500K EUROLAMP;"[embed]https://www.youtube.com/watch?v=K4TFZQ-6Uug[/embed]
<h3>Светодиодный EUROLAMP LED Светильник круглый SMARTLIGHT Van Gogh 72W 3000-6500K</h3>
Особенность данного вида светильников – это возможность управления температурой свечения и световым потоком с помощью пульта управления.
Простой в установке и практичный в использовании светильник SmartLight поможет Вам сэкономить не только средства, но и время, ведь теперь для регулировки освещенности в помещении есть пульт.

В режиме максимального уровня освещенности светильник SmartLight 72W выдает 5400Lm светового потока. Данный тип светильников рекомендуется использовать в помещениях типа: кухни, гостиной, спальни, детские комнаты.
Универсальный дизайн светильника подойдёт под любой стиль помещения.

Также светильник SmartLight обладает множеством дополнительных функций и режимов для удобства использования. Таких как:
<ul class=""list"">
 	<li>управление цветовой температурой от 3000К до 6500К;</li>
 	<li>таймер автоматического отключения;</li>
 	<li>управление яркостью;</li>
 	<li>режим ночника.</li>
</ul>";LED-SL-72W-N17(deco);simple;0;1399.02;;30;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
