id;Title;Content;SKU;Product Type;Regular Price;Sale Price;Stock
698;LED Лампа EUROLAMP А50-7W-E27-4000K;"EUROLAMP LED Лампа А50 7W E27 4000K

Світлодіодна лампа Eurolamp ЕКО A50 7W E27 4000K призначена для застосування як основне освітлення в житлових та побутових приміщеннях.
У виробництві ламп застосовано особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Завдяки даному екологічному пластику, лампа є абсолютно безпечною для здоров'я людини та навколишнього середовища.
Лампа витримує перепади напруги в діапазоні 175-250V без негативних наслідків для працездатності.

Особливості:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для работи інших електричних приладів.</li>
</ul>";LED-A50-07274(P);simple;58.98;50,16;2863
703;LED Лампа EUROLAMP А50-7W-E27-3000K;"EUROLAMP LED Лампа А50 7W E27 3000K

Світлодіодна лампа Eurolamp ЕКО A50 7W E27 3000K призначена для застосування як основне освітлення в житлових та побутових приміщеннях.
У виробництві ламп застосовано особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Завдяки даному екологічному пластику, лампа є абсолютно безпечною для здоров'я людини та навколишнього середовища.
Лампа витримує перепади напруги в діапазоні 175-250V без негативних наслідків для працездатності.

Особливості:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електричних приладів.</li>
</ul>";LED-A50-07273(P);simple;58.98;50,16;409
704;LED Лампа EUROELECTRIC А60-10W-E27-4000K;"EUROELECTRIC LED Лампа А60 10W E27 4000K

Світлодіодна лампа EUROELECTRIC A60 10W E27 4000K призначена для застосування як основне освітлення в житлових та побутових приміщеннях.
У виробництві ламп застосовано особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Завдяки даному екологічному пластику, лампа є абсолютно безпечною для здоров'я людини та навколишнього середовища.
Лампа витримує перепади напруги в діапазоні 220-240V без негативних наслідків для працездатності.

Особливості:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електричних приладів.</li>
</ul>";LED-A60-10274(EE);simple;60;51;9353
705;LED Лампа EUROELECTRIC А60-7W-E27-4000K;"EUROELECTRIC LED Лампа А60 7W E27 4000K

Світлодіодна лампа EUROELECTRIC A60 7W E27 4000K призначена для застосування як основне освітлення в житлових та побутових приміщеннях.
У виробництві ламп застосовано особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Завдяки даному екологічному пластику, лампа є абсолютно безпечною для здоров'я людини та навколишнього середовища.
Лампа витримує перепади напруги в діапазоні 175-250V без негативних наслідків для працездатності.

Особливості:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електричних приладів.</li>
</ul>";LED-A60-07274(EE);simple;57;48,48;1682
794;LED Лампа EUROLAMP G95-15W-E27-4000K;"Світлодіодна EUROLAMP LED Лампа""Шар"" ЕКО G95 15W E27 4000K

Світлодіодна лампа Eurolamp ЕКО G95 15W E27 4000K призначена для застосування як основне освітлення в житлових та побутових приміщеннях.
У виробництві ламп застосовано особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Завдяки даному екологічному пластику, лампа є абсолютно безпечною для здоров'я людини та навколишнього середовища.
Лампа витримує перепади напруги в діапазоні 175-265V без негативних наслідків для працездатності.

Особливості:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять вшкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електричних приладів.</li>
</ul>";LED-G95-15274(P);simple;208.98;177,66;0
806;LED Лампа EUROLAMP CL-8W-E14-3000K;"Світлодіодна EUROLAMP LED Лампа ""Свічка"" ЕКО 8W E14 3000K

Для кожного виду світильників необхідні різні типи ламп. Якщо у вас люстра з подовженим плафоном, то найкраще підійдуть лампи типу ""Свічка"".

Також, цей тип ламп прекрасно підійде під старовинні типи люстр.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 680 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>";LED-CL-08143(P);simple;82.02;69,72;5244
809;LED Лампа EUROLAMP CL-8W-E14-4000K;"Світлодіодна EUROLAMP LED Лампа ""Свічка"" ЕКО 8W E14 4000K

Для кожного виду світильників необхідні різні типи ламп. Якщо у вас люстра з подовженим плафоном, то найкраще підійдуть лампи типу ""Свічка"".

Також, цей тип ламп прекрасно підійде під старовинні типи люстр.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 690 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>";LED-CL-08144(P);simple;82.02;69,72;5550
817;LED Лампа EUROLAMP ЕURO CL-6W-E27-4000K;"Світлодіодна EUROLAMP LED Лампа ""Свічка"" EURO 6W E27 4000K
При виробництві ламп використовують особливий полімерний сплав, завдяки якому лампи абсолютно безпечні для здоров'я людини.
У лампі серії ЕКО вбудований драйвер IC, який запобігає мерехтіння і не дає навантаження на зір, так як коефіцієнт пульсації напруги струму має мінімальне значення - до 5%.
LED лампа надійно захищена від різких перепадів напруги в електромережі в діапазоні 175-250 В і дає рівне тепле біле світло зі світловою температурою 3000 K і кутом розсіювання 180°.
Компактні розміри дозволяють застосовувати світлодіодну лампу LED-CL-06274(EURO) Eurolamp для декоративного та основного освітлення, а мінімальна температура нагрівання лампи дозволяє використовувати крихкі, тканинні, паперові та інші легкозаймисті елементи різних люстр, бра або світильників.";LED-CL-06274(EURO);simple;69.3;58,92;0
821;LED Лампа EUROLAMP CL-6W-E14-3000K;"Світлодіодна EUROLAMP LED Лампа ""Свічка"" ЕКО 6W E14 3000K

Для кожного виду світильників необхідні різні типи ламп. Якщо у вас люстра з подовженим плафоном, то найкраще підійдуть лампи типу ""Свічка"".

Також, цей тип ламп прекрасно підійде під старовинні типи люстр.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 520 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>";LED-CL-06143(P);simple;75;63,72;4477
824;LED Лампа EUROLAMP CL-6W-E14-4000K;"Світлодіодна EUROLAMP LED Лампа ""Свічка"" ЕКО 6W E14 4000K

Для кожного виду світильників необхідні різні типи ламп. Якщо у вас люстра з подовженим плафоном, то найкраще підійдуть лампи типу ""Свічка"".

Також, цей тип ламп прекрасно підійде під старовинні типи люстр.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 500 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв</li>
</ul>";LED-CL-06144(P);simple;75;63,72;23
825;LED Лампа EUROLAMP CL-6W-E27-4000K;"Світлодіодна EUROLAMP LED Лампа ""Свічка"" ЕКО 6W E27 4000K

Для кожного виду світильників необхідні різні типи ламп. Якщо у вас люстра з подовженим плафоном, то найкраще підійдуть лампи типу ""Свічка"".

Також, цей тип ламп прекрасно підійде під старовинні типи люстр.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 520 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>";LED-CL-06274(P);simple;75;63,72;2449
826;LED Лампа EUROLAMP G45-5W-E14-3000K;"Cвітлодіодна  EUROLAMP LED Лампа ""Шар"" ЕURO G45 5W E14 3000K

Світлодіодна лампа EUROLAMP ЕURO G45 5W E14 3000K призначена для використання, як в житлових приміщеннях, так і комерційних.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 480 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.Компактні розміри дозволяють застосовувати світлодіодну лампу Eurolamp ""Шар"" ЕURO G45 5W E14 3000K для декоративного і основного освітлення, а мінімальна температура нагріву лампи дозволяє використовувати тендітні, тканинні, паперові та інші легкозаймисті елементи різних люстр, бра і світильни</li>
</ul>";LED-G45-05143(EURO);simple;70.98;60,36;0
827;LED Лампа EUROLAMP G45-5W-E14-4000K;"Cвітлодіодна EUROLAMP LED Лампа ""Шар"" ЕURO G45 5W E14 4000K

Світлодіодна лампа EUROLAMP ЕURO G45 5W E14 4000K призначена для використання, як в житлових приміщеннях, так і комерційних.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 480 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>
Компактні розміри дозволяють застосовувати світлодіодну лампу Eurolamp ""Шар"" ЕURO G45 5W E14 4000K для декоративного і основного освітлення, а мінімальна температура нагріву лампи дозволяє використовувати тендітні, тканинні, паперові та інші легкозаймисті елементи різних люстр, бра і світильників.";LED-G45-05144(EURO);simple;70.98;60,36;0
829;LED Лампа EUROLAMP G45-5W-E14-3000K;"Cвітлодіодна EUROLAMP LED Лампа ""Шар"" ЕКО G45 5W E14 3000K

Світлодіодна лампа EUROLAMP G45 5W E14 3000K призначена для використання, як в житлових приміщеннях, так і комерційних.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 480 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>
Компактні розміри дозволяють застосовувати світлодіодну лампу Eurolamp ""Шар"" ЕКО G45 5W E14 3000K для декоративного і основного освітлення, а мінімальна температура нагріву лампи дозволяє використовувати тендітні, тканинні, паперові та інші легкозаймисті елементи різних люстр, бра і світильників.";LED-G45-05143(P);simple;69;58,68;547
830;LED Лампа EUROLAMP G45-5W-E14-4000K;"Cвітлодіодна EUROLAMP LED Лампа ""Шар"" ЕКО G45 5W E14 4000K

Світлодіодна лампа EUROLAMP ЕКО G45 5W E14 4000K призначена для використання, як в житлових приміщеннях, так і комерційних.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 480 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>
Компактні розміри дозволяють застосовувати світлодіодну лампу Eurolamp ""Шар"" ЕКО G45 5W E14 4000K для декоративного і основного освітлення, а мінімальна температура нагріву лампи дозволяє використовувати тендітні, тканинні, паперові та інші легкозаймисті елементи різних люстр, бра і світильників.";LED-G45-05144(P);simple;69;58,68;3978
831;LED Лампа EUROLAMP G45-5W-E27-3000K;"Cвітлодіодна EUROLAMP LED Лампа ""Шар"" ЕКО G45 5W E27 3000K

Світлодіодна лампа EUROLAMP ЕКО G45 5W E27 3000K призначена для використання, як в житлових приміщеннях, так і комерційних.

При виробництві лампи використовується особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Є абсолютно безпечною для здоров'я людини і навколишнього середовища завдяки даному екологічному пластику.

Лампа забезпечує приміщення якісним світлом без мерехтінь і відблисків.

Лампа здатна дати потужний світловий потік, який становить 480 Lm, при невеликому споживанні потужності світлодіода.

Лампа витримує перепади напруги в діапазоні 175-250 V без наслідків працездатності.

Особливості ламп ТМ Eurolamp:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електронних пристроїв.</li>
</ul>
Компактні розміри дозволяють застосовувати світлодіодну лампу Eurolamp ""Шар"" ЕКО G45 5W E27 3000K для декоративного і основного освітлення, а мінімальна температура нагріву лампи дозволяє використовувати тендітні, тканинні, паперові та інші легкозаймисті елементи різних люстр, бра і світильників.";LED-G45-05273(P);simple;69;58,68;3594
